TYPE_4,,,
ef293d2e-281f-4216-a181-451e2ffd1f60,"{139969.168788, 28.499929, 20783.163592}","{140004.377959, 1479.996321, 21133.47355}","{140068.602182, 28.499929, 21688.720879}"
58017f99-77ff-46d5-b3bb-259f255a5d40,"{140144.534428, 1574.931533, 22680.696899}","{140159.53038, 3035.626324, 23227.053849}","{140196.986794, 1575.411063, 23591.187162}"
213e8084-322e-4a9a-bd88-4e9c68d54ea8,"{140238.945126, 28.499913, 24792.03522}","{140235.468541, 1479.995489, 25144.846133}","{140239.222158, 28.499913, 25703.035178}"
59aebba1-53ff-4ff8-8ac5-2e7608142d5a,"{140206.320632, 1577.496431, 26698.313307}","{140160.76597, 3037.635444, 27244.730542}","{140159.362974, 1577.067134, 27609.10351}"
84c3298a-ccaf-4560-94bb-c3ce0ee775dd,"{140070.760259, 26.499907, 28806.624205}","{140028.548333, 1504.994721, 29157.146166}","{139971.877636, 26.499907, 29712.241799}"
53462529-8555-4d03-81b6-c70e276ab7d3,"{139830.491729, 1574.060479, 30698.633168}","{139724.713475, 3033.646442, 31239.020883}","{139684.682025, 1572.727457, 31598.900769}"
b68b4c2c-9468-4dff-9112-e03b9c669d94,"{139466.621322, 26.499899, 32778.882113}","{139386.233632, 1477.994339, 33123.495429}","{139269.754026, 26.499899, 33668.356265}"
31d54e68-f39b-4108-a518-04e9af0fafd9,"{139021.500064, 1566.664464, 34634.276134}","{138856.506315, 3025.70649, 35162.109801}","{138778.570911, 1564.443557, 35513.323627}"
fd2d4498-5529-4671-a20a-4a203acea086,"{138433.711942, 26.499894, 36661.782462}","{138315.950058, 1477.994096, 36996.342227}","{138141.199266, 26.499894, 37524.543921}"
f0cef5dd-b8d2-495d-91df-8921044ad984,"{137788.958698, 1555.396273, 38458.477194}","{137566.77291, 2989.912118, 38967.409837}","{137451.796722, 1552.31387, 39305.859221}"
eeef440c-82cd-46e0-8bdb-6e058872b6ac,"{136984.305549, 26.499894, 40409.186852}","{136830.489679, 1477.9941, 40729.670583}","{136599.6233, 26.499894, 41234.98378}"
27728707-c536-405a-9c97-ed1224bef91a,"{136147.513435, 1540.389803, 42125.795556}","{135870.536161, 2950.401662, 42609.68641}","{135720.124991, 1536.482532, 42931.443029}"
b075a0fa-3a28-44fc-a510-2970855896ee,"{135135.624535, 26.499899, 43976.566863}","{134947.572587, 1450.994449, 44279.155028}","{134663.343731, 26.499899, 44755.586659}"
907eecff-5b8a-4b8d-a1f7-011e19969e24,"{134116.668964, 1521.823373, 45592.65475}","{133787.633874, 2931.357278, 46045.587136}","{133604.137859, 1517.13771, 46346.998114}"
444356cd-1358-48a4-beaa-95d7b009064a,"{132879.446133, 26.499071, 47296.62787}","{132627.299942, 1423.950092, 47551.18377}","{132217.549161, 26.499071, 47922.577866}"
e49bdc6b-4e74-4ca9-bf9c-25ff8484a3c2,"{131390.997224, 1496.90461, 48485.85989}","{130880.377261, 2874.771598, 48736.365842}","{130571.47168, 1489.412343, 48883.657262}"
fb03508f-ec91-43d6-8943-f8ee4d7f51f1,"{139235.999186, 3109.526634, 16815.70825}","{139282.705105, 4562.123491, 17148.000629}","{139433.37441, 3113.136428, 17705.062505}"
0f66cbdf-f5da-41c6-b61e-8e8221dfa311,"{139588.880948, 4658.88595, 18670.700276}","{139637.195305, 6121.26141, 19198.947177}","{139740.069478, 4663.03462, 19570.071621}"
23486bfc-16b8-4607-a947-dd632c40f1fb,"{139940.379339, 3122.409009, 20771.406525}","{139948.962014, 4574.307226, 21110.367351}","{140039.796108, 3124.227241, 21676.963812}"
b12978ae-f762-4a35-89e8-375f6eb76ea5,"{140087.405912, 4672.565622, 22657.571972}","{140075.642887, 6133.290403, 23192.94926}","{140139.840732, 4674.004453, 23568.062235}"
83723e91-ef7e-4061-9883-b9466cb5df33,"{140210.088925, 3127.341667, 24780.280543}","{140180.065899, 4578.530881, 25121.734453}","{140210.36591, 3127.346733, 25691.280501}"
7b085309-1179-4e8b-aa4f-da97f6cfb4c2,"{140149.113709, 4676.259561, 26675.170026}","{140076.88925, 6135.320331, 27210.667454}","{140102.171758, 4674.971456, 27585.960229}"
8c5085f5-70ae-4114-ac61-aaae1f297839,"{140041.94664, 3122.266109, 28794.886195}","{139972.760022, 4599.739203, 29133.99504}","{139943.080552, 3120.457948, 29700.503789}"
5feff5f9-ecd7-4ce5-8aed-028b96432535,"{139773.390009, 4665.949419, 30675.48544}","{139641.021958, 6123.352489, 31204.966532}","{139627.629079, 4661.949685, 31575.753041}"
41a6e6d4-4058-425a-8dd4-1ce39a9184fd,"{139437.88748, 3111.218382, 32767.13696}","{139330.506009, 4587.987635, 33100.338297}","{139241.053102, 3107.61848, 33656.611112}"
ce3587e9-123f-4a71-a54b-17ac9f4cd7d1,"{138964.649657, 4643.7571, 34611.119529}","{138773.129178, 6099.527661, 35128.068964}","{138721.801764, 4637.093264, 35490.167022}"
0502aa56-d0eb-439c-bbd9-65a7ca9d017f,"{138405.131306, 3092.330205, 36650.025661}","{138261.035312, 4541.417825, 36973.231657}","{138112.667539, 3086.981338, 37512.78712}"
1158ebfe-a3b0-4b84-a0c5-8f277069ddb3,"{137732.503284, 4609.946332, 38435.307569}","{137484.325813, 6040.142812, 38933.402894}","{137395.454089, 4600.697577, 39282.689597}"
f5db8ac4-9ac8-4dff-9e3d-6ad267a38eed,"{136955.950301, 3065.826031, 40397.414277}","{136775.819333, 4514.24827, 40706.574839}","{136571.332371, 3058.791757, 41223.211205}"
fcfb7a3e-1b3a-465b-8890-9ddf093b497f,"{136091.592529, 4564.918894, 42102.609192}","{135789.152469, 5969.60624, 42575.728637}","{135664.347048, 4553.195119, 42908.256666}"
94e9f585-09c5-469f-8056-38bf9a085e45,"{135107.564714, 3032.020805, 43964.774914}","{134893.765151, 4452.816866, 44256.110116}","{134635.362876, 3023.38471, 44743.79471}"
6a0ddfc0-6d81-4f47-8640-026bf2fadb6c,"{134061.416213, 4509.20985, 45569.448485}","{133706.909804, 5912.456062, 46011.633768}","{133549.056549, 4495.15051, 46323.791849}"
26ca888c-763b-43fa-af38-d01b67344a06,"{132851.75016, 2990.764725, 47284.77973}","{132574.415641, 4383.420874, 47528.265288}","{132189.963858, 2978.661322, 47910.729726}"
fdd3fdbb-a4a8-43c4-9ce2-573f02a6922b,"{131336.66913, 4434.442925, 48462.551966}","{130801.15846, 5802.768002, 48702.608277}","{130517.417719, 4411.962362, 48860.349338}"
2a962635-c13a-4f8e-aa69-68f27b4b93cc,"{139150.972608, 6190.545153, 16781.60547}","{139170.978282, 7643.748004, 17103.447552}","{139348.248777, 6197.76474, 17670.959725}"
f06f751e-cf26-43da-8cb6-3c503207cec4,"{139475.456679, 7745.841967, 18626.111705}","{139496.927754, 9208.852075, 19144.291931}","{139626.544037, 7752.75526, 19525.48305}"
ebf0b44b-5f52-4b10-ba35-ab2d92de64d6,"{139854.980095, 6216.309268, 20737.310295}","{139836.937336, 7668.120291, 21065.800765}","{139954.34697, 6219.945733, 21642.867582}"
28857645-5e90-4409-9f98-fa501a5f49fe,"{139973.62881, 7768.636775, 22612.987768}","{139935.121274, 9228.901568, 23138.284543}","{140026.028542, 7771.034425, 23523.478031}"
74764a79-6499-43e5-b249-3c2adf10b42d,"{140124.534363, 6226.17389, 24746.18653}","{140067.97256, 7676.571181, 25077.162586}","{140124.81121, 6226.184021, 25657.186488}"
e44113ff-af42-46e9-b813-960bab928b52,"{140035.239287, 7773.457828, 26630.569082}","{139936.37244, 9230.953391, 27156.040524}","{139988.328749, 7771.311346, 27541.359285}"
ff9fd05c-acde-4840-8d3f-918e430142d2,"{139956.49264, 6218.022692, 28760.807705}","{139860.347093, 7693.980894, 29089.386399}","{139857.676168, 6214.40637, 29666.4253}"
d67ce735-b5b6-4fce-a0ed-90d1d430d06d,"{139659.748161, 7756.27625, 30630.880419}","{139500.831609, 9211.010831, 31150.346985}","{139514.084772, 7749.611141, 31531.14802}"
55a10fc0-2faf-4af8-ab18-ad67ec42ed86,"{139352.717034, 6195.92649, 32733.051889}","{139218.43947, 7670.47695, 33055.738584}","{139155.981438, 6188.726685, 33622.526041}"
9c0edf36-c300-4ad2-8034-e6d17243a51f,"{138851.531269, 7719.29437, 34566.506357}","{138633.540641, 9171.307347, 35073.460885}","{138608.845886, 7708.189833, 35445.553849}"
fa195af5-f46f-4a3d-b3ca-d69b26148076,"{138320.46116, 6158.149417, 36615.929847}","{138150.061513, 7604.345132, 36928.659505}","{138028.144168, 6147.451682, 37478.691306}"
530c0ea5-8dcd-454a-91c6-67855a7bb29e,"{137620.193536, 7662.951693, 38390.682434}","{137346.092991, 9088.350096, 38878.824759}","{137283.369889, 7647.53968, 39238.064461}"
73999234-f317-424f-9395-9bb261ee0603,"{136871.991789, 6105.140403, 40363.303912}","{136665.587602, 7550.000708, 40662.015897}","{136487.566882, 6091.071855, 41189.10084}"
e3eb507f-8294-466e-9a34-5b1696fd9e92,"{135980.367474, 7587.917775, 42057.968673}","{135652.545352, 8986.808021, 42521.194338}","{135553.407899, 7568.381419, 42863.616147}"
3ceaae4b-1694-48d8-8bec-3e3a51856ba5,"{135024.521206, 6037.529365, 43930.646671}","{134785.022537, 7454.142163, 44211.597624}","{134552.556346, 6020.257175, 44709.666467}"
876ef14a-b2e2-47c7-8706-13029c94ac4f,"{133951.539459, 7495.084267, 45524.789673}","{133571.662347, 8891.563823, 45957.102137}","{133439.522659, 7471.655953, 46279.133037}"
7f617fde-5106-404d-8cb2-14ace8531494,"{132769.826435, 5955.017109, 47250.599744}","{132467.373971, 7342.380012, 47483.874818}","{132108.372255, 5930.810302, 47876.54974}"
0214c2ba-cc71-4f7f-aa39-83b6fa128759,"{131228.627596, 7370.493809, 48417.79983}","{130668.835148, 8719.780997, 48648.316799}","{130409.924415, 7333.03247, 48815.597202}"
f317fb98-cb8e-43f3-af8f-570790acd23d,"{139009.655424, 9268.463908, 16726.942354}","{139002.977696, 10721.78016, 17039.249601}","{139206.766592, 9279.289667, 17616.296609}"
8c854e94-492f-4f19-ab67-3a88de7c079f,"{139305.6688, 10828.918909, 18561.881639}","{139300.298933, 12292.069509, 19071.055987}","{139456.604509, 10838.593357, 19461.252984}"
740c4099-96eb-49a4-b063-7962d91ddefd,"{139713.056588, 9307.096265, 20682.653165}","{139668.411884, 10758.331815, 21001.590727}","{139812.340354, 9312.549138, 21588.210452}"
991ad7a5-3d0b-418b-ac48-99966483cf81,"{139803.323754, 10860.81687, 22548.761585}","{139738.090015, 12320.131904, 23065.039962}","{139855.670891, 10864.172138, 23459.251848}"
513a90f4-4e1a-499b-a450-1d02080c4dff,"{139982.367189, 9321.887282, 24691.531429}","{139899.296033, 10771.007962, 25012.947753}","{139982.643804, 9321.902475, 25602.531387}"
86bf098f-6054-46fe-b9da-6aec840e2e4e,"{139864.818453, 10866.762381, 26566.327789}","{139739.343431, 12322.206616, 27082.830048}","{139817.955, 10863.758598, 27477.117992}"
b7cf04a2-eaf2-4cc0-94b0-1e3350fa9efc,"{139814.483985, 9310.663544, 28706.16682}","{139691.416807, 10784.615194, 29025.137781}","{139715.750163, 9305.240875, 29611.784414}"
a09bd9fa-9bae-4791-80d8-8ac30beca7c2,"{139489.687421, 10842.717413, 30566.635472}","{139304.273302, 12294.299924, 31077.14394}","{139344.170236, 10833.390272, 31466.903073}"
5222b123-59e5-4a00-b1fc-78b86d18de17,"{139211.195499, 9277.529302, 32678.404995}","{139051.737174, 10722.421568, 32991.53963}","{139014.624452, 9266.733208, 33567.879148}"
828b0cdc-60b7-42a1-a93b-32f84f8cb0f7,"{138682.265959, 10790.963963, 34502.254122}","{138437.874101, 12238.736978, 35000.269368}","{138439.824163, 10775.424295, 35381.301615}"
d5c12171-9bf5-4219-8982-279d01ec1235,"{138179.786591, 9220.881665, 36561.273146}","{137983.133602, 10663.704027, 36864.443268}","{137887.714093, 9204.84043, 37424.034605}"
28723959-97f6-4b1e-b27f-7141e1c9dcb6,"{137452.149998, 10712.117118, 38326.419513}","{137152.208664, 12132.24437, 38805.661694}","{137115.664425, 10690.549574, 39173.80154}"
d4d2b901-5257-40a4-842c-2a706096e40f,"{136732.514452, 9141.39384, 40308.633925}","{136499.898452, 10582.208119, 40597.811067}","{136348.411079, 9120.298076, 41134.430853}"
f849e9f2-c3ac-4b61-99c4-779af794436c,"{135813.957963, 10607.11389, 41993.692016}","{135460.848874, 11999.742332, 42448.072463}","{135387.426933, 10579.774749, 42799.339489}"
97ef0f24-179c-40ea-bfd6-582d5e351d65,"{134886.57759, 9040.010423, 43875.960361}","{134621.446971, 10451.96304, 44147.434492}","{134415.007482, 9014.110803, 44654.980157}"
8b84c57e-c5f6-4d94-a1c6-65c7cf1eefab,"{133787.157206, 10477.202092, 45460.496687}","{133382.026288, 11866.447086, 45883.98491}","{133275.654324, 10444.416554, 46214.84005}"
6b383d9f-043d-4d85-af3c-99e5aa3cde7e,"{132633.757418, 8916.282612, 47195.866214}","{132306.270715, 10297.867372, 47419.822682}","{131972.856479, 8879.984545, 47821.816211}"
6b7156ec-b05e-4407-b882-58f3b914d3d0,"{131066.988952, 10302.850309, 48353.423368}","{130482.207059, 11650.592887, 48575.302924}","{130249.107515, 10250.426982, 48751.22074}"
81ea0212-3a39-4f9a-a015-99f227348916,"{138812.073923, 12343.285104, 16653.70002}","{138778.716832, 13796.223383, 16957.802925}","{139008.954174, 12357.713416, 17543.054275}"
c963684d-2802-4158-9fb7-ff250bd9c79f,"{139079.430848, 13909.664026, 18480.406566}","{139047.227458, 15372.463131, 18982.119336}","{139230.164356, 13922.09755, 19379.777912}"
a8d40daf-cd90-4e02-adfa-9c7b29336926,"{139514.63605, 12394.772351, 20609.415949}","{139443.401846, 13844.944267, 20920.13301}","{139613.803504, 12402.039808, 21514.973236}"
9a966eda-da38-4ca4-b42d-692c7c53c5bb,"{139576.404924, 13950.657904, 22467.289732}","{139484.462769, 15408.533729, 22976.096118}","{139628.681934, 13954.970067, 23377.779996}"
d9ea98c3-7735-43f5-ab5f-d6165305f251,"{139783.615541, 12414.484352, 24618.295938}","{139674.054738, 13861.843329, 24931.485945}","{139783.891832, 12414.5046, 25529.295896}"
dd6cfc92-6c44-47b1-86b5-b59a1a417e74,"{139637.766246, 13957.725973, 26484.843439}","{139485.711078, 15410.631942, 26993.914397}","{139590.965573, 13953.865536, 27395.633642}"
718af809-765f-4c01-9613-b020737c37dd,"{139615.94971, 12400.191341, 28632.943329}","{139465.990065, 13871.644614, 28943.647499}","{139517.331555, 12392.964138, 29538.560923}"
992e866a-be01-4013-888a-eee9577915eb,"{139263.123866, 13926.822414, 30485.148097}","{139051.251861, 15374.768139, 30988.234389}","{139117.801622, 13914.835248, 31385.415698}"
777e057e-c38e-42ea-8621-c3144a9610a6,"{139013.352688, 12356.029663, 32605.176338}","{138825.413775, 13824.670024, 32910.015433}","{138817.011925, 12341.640888, 33494.650491}"
aa21c3ea-eaf7-4836-ab0e-6b91fb9dc505,"{138456.771006, 13860.308174, 34420.76071}","{138186.031513, 15303.358268, 34911.369322}","{138214.653996, 13840.336718, 35299.808203}"
f097162f-b683-4d04-aaf8-1fd6b672a91f,"{137983.138051, 12280.529955, 36488.036067}","{137760.275771, 13719.499563, 36782.984011}","{137691.407717, 12259.150582, 37350.797526}"
0d42bb36-9a22-44f7-9393-c5bd0dd58085,"{137228.291278, 13758.9738, 38244.917249}","{136902.571097, 15173.357134, 38716.785202}","{136892.256477, 13731.255367, 39092.299276}"
b55bf0cc-1366-40c8-832a-28b7445eaca2,"{136537.549213, 12174.589494, 40235.385444}","{136278.778681, 13610.878053, 40516.36398}","{136153.895818, 12146.473567, 41061.182373}"
ac75c6e9-8133-4556-afbb-0718f98f3330,"{135592.284019, 13624.023576, 41912.178373}","{135213.958409, 15009.927324, 42359.230133}","{135166.324388, 13588.887531, 42717.825847}"
6c248089-f966-45f0-912d-57f897cb9b1f,"{134693.765062, 12039.467257, 43802.697879}","{134403.06481, 13446.289464, 44066.025997}","{134222.747399, 12004.948865, 44581.717675}"
07b1d0ab-7f55-4b14-b244-114489818cbe,"{133568.190942, 13457.061217, 45378.969519}","{133137.898706, 14838.608599, 45795.146559}","{133057.373292, 13414.925507, 46133.312883}"
e6011681-c268-449e-a9d0-c149740f4397,"{132443.574355, 11874.56465, 47122.563078}","{132091.121496, 13249.896124, 47338.507894}","{131783.447663, 11826.187458, 47748.513074}"
82d86de6-f855-474d-bbb3-5614b9ef05bb,"{130851.675543, 13232.98547, 48271.827075}","{130242.503813, 14569.724884, 48486.600629}","{130034.889775, 13165.61143, 48669.624447}"
3c1d262f-bf0c-4a7e-aa7a-0de69213a895,"{138558.199363, 15415.00592, 16564.758193}","{138498.196213, 16867.078487, 16862.246274}","{138754.78275, 15433.033163, 17454.112448}"
6e03f7a6-522e-41e8-9522-88746c8af39a,"{138796.877742, 16985.755707, 18384.827394}","{138737.878682, 18447.713808, 18880.689961}","{138947.358619, 17000.944147, 19284.198739}"
d365f0db-4364-4cee-acb8-5aa311903437,"{139259.690026, 15479.334848, 20520.478272}","{139161.90086, 16927.956867, 20824.567966}","{139358.707951, 15488.415066, 21426.035559}"
ea353a48-829e-47db-b644-f8394b1a1cd6,"{139293.007717, 17035.831571, 22371.71311}","{139174.401792, 18491.780655, 22874.661553}","{139345.197111, 17041.099186, 23282.203373}"
525be3d6-832e-415d-b94d-2965a1738812,"{139528.251337, 15503.962594, 24529.359666}","{139392.235185, 16949.075462, 24835.917595}","{139528.527211, 15503.987893, 25440.359624}"
763bf986-fbb1-4dbe-ad59-b33639ee1e1f,"{139354.218219, 17044.019624, 26389.257097}","{139175.634167, 18493.902249, 26892.501664}","{139307.495984, 17039.303824, 27300.0473}"
6cdd3168-f494-4a42-b003-302be03a97c9,"{139360.862125, 15486.60377, 28544.016897}","{139184.046991, 16955.067097, 28848.055678}","{139262.39267, 15477.573848, 29449.634491}"
a40c3cd3-e51f-480d-813e-a38f8144f4c6,"{138980.192813, 17006.267617, 30389.559382}","{138741.922337, 18450.094255, 30886.825477}","{138835.114131, 16991.624436, 31289.826983}"
89b98066-f8dd-4754-9b10-d617427f57e3,"{138759.161372, 15431.425461, 32516.245738}","{138544.452401, 16896.375902, 32814.429072}","{138563.11666, 15413.447616, 33405.719891}"
e22e8ebf-fe47-41e4-8f60-bbf1d4385e83,"{138175.18114, 16925.014663, 34325.167249}","{137878.164137, 18362.862514, 34809.966267}","{137933.46992, 16900.6181, 35204.214741}"
05408d75-4a34-4bef-9bcc-37f830bd8cb3,"{137730.488808, 15337.092378, 36399.098664}","{137481.456066, 16771.730993, 36687.41485}","{137439.198357, 15310.380235, 37261.860122}"
0cb7d2a1-c99e-4a1c-9ab0-a7ecbc1ef35b,"{136948.751168, 16801.226514, 38149.31682}","{136597.327265, 18209.398185, 38615.398499}","{136613.279565, 16767.366463, 38996.698848}"
4d2d5323-4f98-4d39-a17a-6cb822afe993,"{136287.069852, 15204.725658, 40146.438826}","{136002.1927, 16636.011822, 40420.80294}","{135903.994946, 15169.596625, 40972.235754}"
81ad2b59-679a-4614-a6fc-540d4ede2ddb,"{135315.478158, 16636.374326, 41816.568986}","{134912.016824, 18015.097371, 42257.867719}","{134890.232442, 16593.453133, 42622.216459}"
d5d5a8aa-491d-4889-bbdb-2c896e473053,"{134446.05792, 15035.898347, 43713.739942}","{134129.836688, 16437.124778, 43970.494206}","{133975.750478, 14992.769849, 44492.759737}"
d49c3a09-0212-4e1e-ad1e-f8c82b178ee5,"{133294.771587, 16432.41719, 45283.349479}","{132839.419328, 17805.81395, 45693.784426}","{132784.810073, 16380.945405, 46037.692842}"
886260a6-c675-470c-b204-ea315d429ec9,"{132199.25237, 14829.861974, 47033.572378}","{131821.901364, 16198.476153, 47243.052865}","{131540.121045, 14769.417801, 47659.522375}"
6f86693c-6f1f-4010-8286-62c7d2fc749e,"{130582.81607, 16158.692442, 48176.152727}","{129949.429307, 17483.984195, 48385.340805}","{129767.399246, 16076.390231, 48573.950099}"
ae72cfca-4bee-40d4-bb4b-70780f10b175,"{138248.286463, 18480.543956, 16463.325329}","{138161.688872, 19931.265606, 16755.762041}","{138444.507336, 18502.162896, 17352.679584}"
eba754d9-c5e1-44ac-973b-0a5db23d4c64,"{138458.257561, 20054.881966, 18278.326419}","{138372.492373, 21515.50902, 18769.749011}","{138608.435598, 20072.81909, 19177.697765}"
a30b291e-968f-4508-85db-42ebad0349c2,"{138948.474271, 18557.688613, 20419.048589}","{138824.184694, 20004.276597, 20718.077669}","{139047.3096, 18568.577949, 21324.605876}"
9cda3983-719d-44b1-825c-ca319b1ba2eb,"{138953.380682, 20114.019186, 22265.214041}","{138808.156263, 21567.554248, 22763.716126}","{139005.465045, 20120.240093, 23175.704304}"
945879bd-db28-4d61-b5f5-33a569a9292c,"{139216.530709, 18587.22209, 24427.931064}","{139054.115186, 20029.606505, 24729.424824}","{139216.806074, 18587.252428, 25338.931022}"
ae6de3e4-ec8d-4c35-b5f6-c2ec537e8b2a,"{139014.422769, 20123.323942, 26282.750564}","{138809.370604, 21569.69946, 26781.573098}","{138967.794562, 20117.754712, 27193.540767}"
dc3930de-84f8-487c-b595-70936ea47368,"{139049.477059, 18566.804156, 28442.595876}","{138845.867007, 20031.788568, 28741.544737}","{138951.189189, 18555.975137, 29348.213471}"
e06eb471-b7ba-4772-80cf-04689ec5d25a,"{138641.141888, 20078.738915, 30283.051049}","{138376.550147, 21517.966859, 30775.900928}","{138496.355175, 20061.445725, 31183.31865}"
0cc6330b-3434-4085-af7a-d219f0defe80,"{138448.876454, 18500.631244, 32414.82153}","{138210.681454, 19934.598211, 32707.980024}","{138253.193263, 18479.071544, 33304.295682}"
137d6664-9453-452f-a649-f6bae2f6d9fa,"{137837.742596, 19982.780538, 34218.655331}","{137514.543258, 21414.951219, 34699.048041}","{137596.517817, 19953.968876, 35097.702824}"
d5d7337a-78d7-45bf-81bf-1fb1ba0d86fb,"{137422.09219, 18387.502547, 36297.669251}","{137146.953328, 19817.336606, 36580.919955}","{137131.3389, 18355.468351, 37160.430709}"
20af3dbf-b33e-46ac-90f0-9c6696fb33f0,"{136613.773924, 19836.589372, 38042.799648}","{136236.752871, 21238.087635, 38504.495213}","{136278.977453, 19796.601594, 38890.181675}"
c1f917eb-101d-4141-baab-72a6d7710707,"{135981.327502, 18228.76261, 40045.002362}","{135670.417789, 19654.576437, 40314.313306}","{135598.959014, 18186.634567, 40870.79929}"
d8b5b4ce-8cb5-4482-b22e-a300d6e01ca7,"{134983.78209, 19641.902846, 41710.045061}","{134555.302196, 21012.99689, 42146.985914}","{134559.392174, 19591.214111, 42515.692534}"
a09cf940-995c-4860-b04a-fedf4b8bd1e1,"{134143.704498, 18026.297928, 43612.294816}","{133802.037017, 19421.47179, 43864.025865}","{133674.264337, 17974.576628, 44391.314612}"
d604b0ca-6c78-45a4-b74f-4ac4556b6f59,"{132967.13777, 19401.03462, 45176.81753}","{132486.86548, 20765.837933, 45582.906394}","{132458.202548, 19340.247873, 45931.160894}"
137e5a34-4a27-4162-848a-7304f7f43b6f,"{131901.036313, 17779.210288, 46932.102219}","{131498.875751, 19140.657461, 47136.642503}","{131243.120475, 17706.723387, 47558.052215}"
43cf8d2e-d87f-402c-a54c-fd550d56ffda,"{130260.645293, 19077.773218, 48069.579724}","{129603.237042, 20391.191443, 48274.547231}","{129446.869484, 18980.576596, 48467.377096}"
17f933e0-87c2-472a-9fa9-b14da379dd11,"{137882.36434, 21539.901713, 16352.381419}","{137769.198368, 22988.785829, 16640.979748}","{138078.157082, 21565.105121, 17241.735674}"
b895503c-9714-4b22-b4df-720c64073d84,"{138063.401383, 23118.583223, 18163.530103}","{137950.901423, 24577.390647, 18651.673873}","{138213.226218, 23139.264182, 19062.901449}"
fb34a5f8-c932-4bcd-aa09-68348334f3ac,"{138581.017458, 21629.836239, 20308.107057}","{138430.264178, 23073.904847, 20603.289667}","{138679.637139, 21642.531051, 21213.664344}"
4b26a66a-08e0-4c9a-92f2-90bd0b94ebe7,"{138557.353833, 23186.765794, 22150.419135}","{138385.55444, 24637.399681, 22645.637713}","{138609.3157, 23193.938311, 23060.909398}"
1b0b46a6-e39f-4fe4-9716-71a718177b50,"{138848.481795, 21664.265521, 24316.99033}","{138659.713181, 23103.438208, 24614.634811}","{138848.756559, 21664.30089, 25227.990287}"
aad9aaf7-9368-4dc2-8398-3c7ccec888a6,"{138618.209267, 23197.184607, 26167.950157}","{138386.744503, 24639.568058, 26663.5071}","{138571.690725, 23190.763455, 27078.74036}"
91301905-0d60-460f-b2eb-4bbd1264b54f,"{138681.822071, 21640.795275, 28331.660658}","{138451.475371, 23101.811252, 28626.741679}","{138583.748654, 21628.17078, 29237.278253}"
38f1b717-89af-493b-a6f9-19369c171e5b,"{138245.800262, 23145.778633, 30168.249314}","{137954.955697, 24579.925831, 30657.8378}","{138101.354072, 23125.840111, 31068.516915}"
a156712b-8092-4767-a062-228df238f050,"{138082.524852, 21563.64987, 32303.883902}","{137814.477542, 23019.762111, 32593.123239}","{137887.268618, 21538.515525, 33193.358055}"
b62f6b3b-e290-4add-95e7-c10e02955c45,"{137444.284813, 23035.140809, 34103.850948}","{137094.986045, 24461.155843, 34580.989433}","{137203.627368, 23001.921839, 34982.89844}"
2e0dbd92-eda7-4d11-a7d1-31694da09f96,"{137057.974452, 21431.763389, 36186.727698}","{136756.805557, 22856.319659, 36466.133364}","{136767.855551, 21394.417853, 37049.489157}"
13c10a1d-77a8-40f4-814a-3ba31fe7bf59,"{136223.189723, 22866.586201, 37927.991382}","{135820.663993, 24260.944652, 38386.447447}","{135889.180656, 22820.48151, 38775.373409}"
